datetime,inflow_acft
10/10/81,17327.4215
10/11/81,15342.7895
10/12/81,18617.1036
10/13/81,10729.8788
10/14/81,26727.5941
10/15/81,17571.3737
10/16/81,25051.0871
10/17/81,31347.5053
10/18/81,28925.4383
10/19/81,20922.2749
10/20/81,24914.0292
10/21/81,23277.0771
10/22/81,21464.9048
10/23/81,15637.1035
10/24/81,22104.6076
10/25/81,16595.2265
10/26/81,19764.2182
10/27/81,13894.3047
10/28/81,22104.2882
10/29/81,2075.87624
10/30/81,17169.5734
10/31/81,15884.6661
11/1/81,14790.6953
11/2/81,15913.219
11/3/81,18390.8675
11/4/81,16447.3818
11/5/81,20336.8466
11/6/81,16036.1704
11/7/81,10521.202
11/8/81,22851.7693
11/9/81,5094.42725
11/10/81,15471.9107
11/11/81,18443.6017
11/12/81,16857.7543
11/13/81,11303.1058
11/14/81,15251.399
11/15/81,14407.7339
11/16/81,14344.8405
11/17/81,11205.3718
11/18/81,21304.5123
11/19/81,6446.66403
11/20/81,21591.8191
11/21/81,8278.40691
11/22/81,13287.5639
11/23/81,11066.7468
11/24/81,13585.6383
11/25/81,12786.6656
11/26/81,11753.8679
11/27/81,19776.3185
11/28/81,26573.2217
11/29/81,11805.0763
11/30/81,8721.72243
12/1/81,10566.0462
12/2/81,18976.078
12/3/81,13679.2719
12/4/81,14085.4201
12/5/81,15066.1016
12/6/81,11722.6789
12/7/81,12337.0762
12/8/81,11221.2098
12/9/81,14864.3274
12/10/81,13600.4939
12/11/81,10560.1247
12/12/81,10510.3701
12/13/81,14847.3021
12/14/81,11064.8705
12/15/81,16045.3188
12/16/81,20183.8236
12/17/81,6172.05186
12/18/81,11162.1123
12/19/81,14308.0826
12/20/81,12259.4278
12/21/81,18466.5155
12/22/81,11443.2313
12/23/81,12449.4177
12/24/81,18311.9194
12/25/81,8594.19083
12/26/81,9451.46422
12/27/81,20851.407
12/28/81,9461.31673
12/29/81,10452.2513
12/30/81,4925.47891
12/31/81,12205.985
1/1/82,18829.4174
1/2/82,10655.8634
1/3/82,4830.0069
1/4/82,8088.30927
1/5/82,14259.5767
1/6/82,6094.09458
1/7/82,13192.458
1/8/82,6930.12678
1/9/82,4871.49329
1/10/82,7049.74644
1/11/82,9953.19008
1/12/82,7893.23375
1/13/82,1043.86141
1/14/82,598.951681
1/15/82,14914.93
1/16/82,11225.8058
1/17/82,13567.1942
1/18/82,14834.4995
1/19/82,9671.84932
1/20/82,21626.3503
1/21/82,11028.3392
1/22/82,13804.6751
1/23/82,21882.5259
1/24/82,10393.661
1/25/82,17260.7571
1/26/82,10436.636
1/27/82,19168.8174
1/28/82,8614.38743
1/29/82,23869.1695
1/30/82,14621.4123
1/31/82,10713.4008
2/1/82,16605.5175
2/2/82,15448.2876
2/3/82,18755.3525
2/4/82,15609.2584
2/5/82,18599.4625
2/6/82,10713.8656
2/7/82,10605.3603
2/8/82,5444.55343
2/9/82,10740.0785
2/10/82,23715.3451
2/11/82,20219.5367
2/12/82,18799.5624
2/13/82,17593.4709
2/14/82,25311.7876
2/15/82,17203.3916
2/16/82,22884.0252
2/17/82,21277.6835
2/18/82,21654.8121
2/19/82,19239.113
2/20/82,22750.7555
2/21/82,19806.3297
2/22/82,18058.1995
2/23/82,22410.5638
2/24/82,23873.7704
2/25/82,23691.0273
2/26/82,26658.5362
2/27/82,25448.855
2/28/82,33188.6344
3/1/82,30595.3396
3/2/82,27330.3508
3/3/82,30230.9327
3/4/82,24157.0514
3/5/82,30187.7051
3/6/82,22591.7171
3/7/82,22131.7129
3/8/82,20826.4958
3/9/82,24774.607
3/10/82,22108.3381
3/11/82,20760.819
3/12/82,25171.3692
3/13/82,20574.1341
3/14/82,12219.6608
3/15/82,41132.444
3/16/82,15279.0406
3/17/82,24860.4561
3/18/82,20456.3088
3/19/82,23947.269
3/20/82,25772.9129
3/21/82,21981.3235
3/22/82,19461.627
3/23/82,19906.6217
3/24/82,21140.2897
3/25/82,23273.1612
3/26/82,19200.0985
3/27/82,23230.5196
3/28/82,14114.8862
3/29/82,23616.2146
3/30/82,18474.2161
3/31/82,15824.443
4/1/82,22859.8066
4/2/82,17352.9823
4/3/82,14576.1738
4/4/82,26964.1523
4/5/82,19997.2032
4/6/82,8998.44521
4/7/82,17491.5718
4/8/82,16430.3229
4/9/82,28692.6011
4/10/82,8225.68061
4/11/82,14002.5741
4/12/82,23792.3923
4/13/82,16357.6341
4/14/82,22307.6363
4/15/82,37803.0878
4/16/82,39058.356
4/17/82,41193.884
4/18/82,38767.9218
4/19/82,50734.2411
4/20/82,28654.0569
4/21/82,45627.3852
4/22/82,39816.4529
4/23/82,43238.0806
4/24/82,35840.0426
4/25/82,36987.6377
4/26/82,40206.6538
4/27/82,38005.31
4/28/82,33051.7187
4/29/82,42831.9749
4/30/82,35885.4089
5/1/82,46766.1991
5/2/82,53617.1072
5/3/82,56788.4819
5/4/82,54453.5614
5/5/82,79051.7453
5/6/82,83343.9395
5/7/82,91310.0797
5/8/82,86429.1694
5/9/82,88276.6792
5/10/82,62726.9787
5/11/82,67991.5758
5/12/82,64878.0977
5/13/82,58555.0809
5/14/82,65974.7245
5/15/82,64785.9993
5/16/82,52967.9818
5/17/82,62242.5848
5/18/82,49557.6185
5/19/82,58239.4764
5/20/82,37172.8091
5/21/82,47856.0155
5/22/82,49498.0537
5/23/82,53375.3496
5/24/82,62320.6814
5/25/82,57418.8593
5/26/82,67693.2634
5/27/82,62339.7973
5/28/82,71594.5469
5/29/82,76837.0185
5/30/82,103706.092
5/31/82,67067.9937
6/1/82,89686.2086
6/2/82,106449.952
6/3/82,69988.4099
6/4/82,82586.6816
6/5/82,78196.8719
6/6/82,73339.1196
6/7/82,69765.7681
6/8/82,79960.1758
6/9/82,71825.1924
6/10/82,74208.6983
6/11/82,79660.7278
6/12/82,71308.3917
6/13/82,70947.9096
6/14/82,86872.4063
6/15/82,74730.8689
6/16/82,80173.5696
6/17/82,70175.2712
6/18/82,87193.28
6/19/82,65617.6091
6/20/82,83626.9043
6/21/82,87943.5478
6/22/82,78073.5397
6/23/82,73746.0782
6/24/82,65808.2906
6/25/82,80697.4094
6/26/82,79091.8859
6/27/82,73309.4211
6/28/82,71547.2353
6/29/82,43804.4584
6/30/82,108718.414
7/1/82,61710.7425
7/2/82,77692.5398
7/3/82,71458.4693
7/4/82,71298.556
7/5/82,68931.4104
7/6/82,57561.4859
7/7/82,59713.2056
7/8/82,58292.4733
7/9/82,43583.2981
7/10/82,55157.9974
7/11/82,42127.6823
7/12/82,41869.8825
7/13/82,35182.0391
7/14/82,38785.5102
7/15/82,37232.1304
7/16/82,38233.8835
7/17/82,28724.9258
7/18/82,30808.8363
7/19/82,31515.8906
7/20/82,28837.5348
7/21/82,36737.8527
7/22/82,24396.7435
7/23/82,28405.8835
7/24/82,26952.3468
7/25/82,18502.0905
7/26/82,22522.0905
7/27/82,32969.7279
7/28/82,17057.379
7/29/82,31853.9005
7/30/82,37565.2821
7/31/82,24704.9515
8/1/82,40799.1543
8/2/82,18666.526
8/3/82,33355.2136
8/4/82,25188.2515
8/5/82,23822.8629
8/6/82,19301.234
8/7/82,50456.4303
8/8/82,2356.4669
8/9/82,21515.0718
8/10/82,22364.3807
8/11/82,17270.9234
8/12/82,22956.3312
8/13/82,23120.0799
8/14/82,19259.7663
8/15/82,30336.4805
8/16/82,22192.9036
8/17/82,11973.961
8/18/82,29867.8823
8/19/82,31652.1465
8/20/82,27377.9979
8/21/82,23121.5018
8/22/82,25237.6934
8/23/82,30394.5462
8/24/82,34659.8489
8/25/82,42099.221
8/26/82,64097.0949
8/27/82,48558.4504
8/28/82,40087.3367
8/29/82,33112.4804
8/30/82,28613.7562
8/31/82,26222.5493
9/1/82,25001.8673
9/2/82,24033.0579
9/3/82,19644.871
9/4/82,29001.8871
9/5/82,10023.8904
9/6/82,10801.0314
9/7/82,29512.2239
9/8/82,20063.6788
9/9/82,23841.1128
9/10/82,21527.2312
9/11/82,29973.3176
9/12/82,18642.4689
9/13/82,40445.0739
9/14/82,35285.8106
9/15/82,19713.7502
9/16/82,36622.8156
9/17/82,33974.2698
9/18/82,32823.268
9/19/82,32450.2507
9/20/82,30794.639
9/21/82,28291.2283
9/22/82,31256.9503
9/23/82,34355.7272
9/24/82,35300.3108
9/25/82,32921.7786
9/26/82,20701.2041
9/27/82,17011.4521
9/28/82,28758.1099
9/29/82,36892.4619
9/30/82,11998.79
10/1/82,30972.4563
10/2/82,36127.3297
10/3/82,30181.3615
10/4/82,31250.8185
10/5/82,41051.8865
10/6/82,22041.0003
10/7/82,16269.5241
10/8/82,30612.034
10/9/82,30282.3328
10/10/82,24706.8363
10/11/82,24916.6469
10/12/82,26891.6779
10/13/82,34149.7149
10/14/82,28388.2171
10/15/82,32785.0766
10/16/82,29403.5254
10/17/82,28256.0976
10/18/82,27584.8502
10/19/82,38390.7728
10/20/82,23618.2361
10/21/82,26526.3405
10/22/82,31859.0219
10/23/82,30645.4758
10/24/82,30878.4167
10/25/82,27265.2367
10/26/82,23396.7536
10/27/82,39364.301
10/28/82,29932.4485
10/29/82,21666.3405
10/30/82,29335.8764
10/31/82,32651.8636
11/1/82,31737.173
11/2/82,22238.4666
11/3/82,27131.1583
11/4/82,30015.4862
11/5/82,22821.8492
11/6/82,21673.4613
11/7/82,23269.0289
11/8/82,28317.522
11/9/82,35070.4334
11/10/82,26828.3623
11/11/82,28380.9591
11/12/82,26198.1866
11/13/82,40565.7899
11/14/82,18562.2124
11/15/82,28686.9182
11/16/82,25116.3514
11/17/82,24346.3322
11/18/82,21170.6171
11/19/82,36983.4578
11/20/82,21974.3196
11/21/82,27462.7967
11/22/82,29776.5157
11/23/82,29446.4805
11/24/82,22402.9289
11/25/82,23527.238
11/26/82,24650.3427
11/27/82,25070.1935
11/28/82,22797.2839
11/29/82,21365.1418
11/30/82,35061.1936
12/1/82,16006.6218
12/2/82,33066.292
12/3/82,26355.6312
12/4/82,27280.6738
12/5/82,23700.61
12/6/82,24666.6305
12/7/82,26450.9341
12/8/82,33393.7455
12/9/82,26946.393
12/10/82,24102.349
12/11/82,27376.5638
12/12/82,27906.4776
12/13/82,26416.9775
12/14/82,23771.4431
12/15/82,21587.564
12/16/82,23314.579
12/17/82,25585.7573
12/18/82,30744.7656
12/19/82,27174.5177
12/20/82,20635.6638
12/21/82,27073.8634
12/22/82,30512.1282
12/23/82,22179.9822
12/24/82,52167.5807
12/25/82,10875.351
12/26/82,22665.432
12/27/82,23008.5725
12/28/82,23305.3505
12/29/82,17088.2475
12/30/82,12896.834
12/31/82,15137.4306
1/1/83,8597.78037
1/2/83,12951.6694
1/3/83,11695.8213
1/4/83,10075.4813
1/5/83,17348.643
1/6/83,14976.4973
1/7/83,16050.0227
1/8/83,23092.861
1/9/83,26332.946
1/10/83,22001.4843
1/11/83,30602.6083
1/12/83,19794.802
1/13/83,21678.3486
1/14/83,30530.1267
1/15/83,25604.6438
1/16/83,22539.0624
1/17/83,26629.5748
1/18/83,26298.2218
1/19/83,28191.2324
1/20/83,19694.2832
1/21/83,24364.0124
1/22/83,26644.1683
1/23/83,28710.5626
1/24/83,26503.6535
1/25/83,24759.829
1/26/83,33173.4157
1/27/83,28346.5822
1/28/83,19528.9057
1/29/83,29462.9648
1/30/83,19637.9258
1/31/83,23694.365
2/1/83,24018.0267
2/2/83,28314.905
2/3/83,23207.2802
2/4/83,13107.5468
2/5/83,27553.2861
2/6/83,23859.1561
2/7/83,21883.6007
2/8/83,24255.1236
2/9/83,20164.2655
2/10/83,28478.0443
2/11/83,26296.0875
2/12/83,26089.3752
2/13/83,18823.4247
2/14/83,23949.0067
2/15/83,29296.0481
2/16/83,22138.7477
2/17/83,24675.534
2/18/83,31940.6611
2/19/83,16052.5273
2/20/83,28895.9425
2/21/83,24303.974
2/22/83,25328.9327
2/23/83,26485.7575
2/24/83,23825.0909
2/25/83,16559.6519
2/26/83,26680.5209
2/27/83,27295.604
2/28/83,32072.5957
3/1/83,23009.0783
3/2/83,34398.1328
3/3/83,33373.384
3/4/83,35712.3104
3/5/83,43895.0603
3/6/83,31773.2982
3/7/83,35953.5743
3/8/83,42359.2696
3/9/83,33012.3241
3/10/83,33401.1075
3/11/83,34420.1446
3/12/83,33552.5553
3/13/83,32563.8295
3/14/83,36254.8415
3/15/83,31320.3257
3/16/83,36545.4706
3/17/83,36532.7106
3/18/83,43645.8283
3/19/83,36745.9141
3/20/83,41420.0668
3/21/83,38825.6221
3/22/83,46698.8512
3/23/83,22813.1459
3/24/83,45154.2053
3/25/83,30607.6383
3/26/83,33286.1874
3/27/83,34484.3365
3/28/83,34477.2658
3/29/83,27443.8307
3/30/83,33759.0203
3/31/83,27179.2996
4/1/83,35636.1361
4/2/83,24451.1697
4/3/83,49886.3653
4/4/83,29498.6586
4/5/83,35202.8177
4/6/83,27376.026
4/7/83,31707.9375
4/8/83,32733.487
4/9/83,25823.7384
4/10/83,31674.3979
4/11/83,33624.4769
4/12/83,28597.5172
4/13/83,23811.1144
4/14/83,31240.6209
4/15/83,32364.9114
4/16/83,32001.1871
4/17/83,34911.0236
4/18/83,31117.2847
4/19/83,36431.0186
4/20/83,36894.2434
4/21/83,25718.7765
4/22/83,44100.848
4/23/83,45679.7986
4/24/83,32894.2449
4/25/83,53028.7236
4/26/83,49251.3127
4/27/83,74544.8188
4/28/83,73861.2009
4/29/83,71076.5364
4/30/83,67384.1532
5/1/83,82445.9483
5/2/83,78712.1298
5/3/83,77061.2559
5/4/83,65689.5981
5/5/83,64501.0807
5/6/83,63453.8869
5/7/83,78419.0352
5/8/83,68230.1093
5/9/83,72661.3535
5/10/83,74324.9648
5/11/83,92330.7742
5/12/83,101477.009
5/13/83,93767.2197
5/14/83,91134.5204
5/15/83,89758.6416
5/16/83,76508.8302
5/17/83,89587.6079
5/18/83,80753.2052
5/19/83,69090.3786
5/20/83,74621.5684
5/21/83,83496.6756
5/22/83,58129.3519
5/23/83,79150.9443
5/24/83,74084.7446
5/25/83,91512.5802
5/26/83,106981.627
5/27/83,125074.894
5/28/83,142102.821
5/29/83,150096.725
5/30/83,175411.569
5/31/83,176899.868
6/1/83,191961.4
6/2/83,202034.954
6/3/83,197961.225
6/4/83,187867.035
6/5/83,179697.83
6/6/83,174370.867
6/7/83,158622.904
6/8/83,179491.972
6/9/83,149333.574
6/10/83,165306.143
6/11/83,165709.054
6/12/83,157630.19
6/13/83,180086.147
6/14/83,173153.557
6/15/83,177376.267
6/16/83,168783.331
6/17/83,152853.315
6/18/83,158461.182
6/19/83,159257.847
6/20/83,163669.875
6/21/83,181387.273
6/22/83,188097.17
6/23/83,198275.398
6/24/83,192784.037
6/25/83,214787.935
6/26/83,200249.131
6/27/83,214478.944
6/28/83,225328.517
6/29/83,224274.862
6/30/83,217273.269
7/1/83,196463.568
7/2/83,188090.236
7/3/83,191509.198
7/4/83,163358.024
7/5/83,155934.144
7/6/83,149823.764
7/7/83,156306.443
7/8/83,146481.152
7/9/83,119872.008
7/10/83,135876.843
7/11/83,138963.237
7/12/83,131825.89
7/13/83,132621.341
7/14/83,121822.279
7/15/83,106108.57
7/16/83,104469.98
7/17/83,95696.579
7/18/83,91382.5106
7/19/83,78590.7292
7/20/83,74808.3259
7/21/83,82990.3424
7/22/83,75464.898
7/23/83,67671.6449
7/24/83,88144.9342
7/25/83,73773.5613
7/26/83,73273.6149
7/27/83,97657.1315
7/28/83,79314.4095
7/29/83,79966.012
7/30/83,63962.1139
7/31/83,65688.0512
8/1/83,58840.3354
8/2/83,64912.1154
8/3/83,68493.0267
8/4/83,53820.4593
8/5/83,58822.0966
8/6/83,54859.3631
8/7/83,58223.3518
8/8/83,67487.0802
8/9/83,48859.6912
8/10/83,49894.0201
8/11/83,66926.3448
8/12/83,49240.5785
8/13/83,57700.0697
8/14/83,50373.1664
8/15/83,37843.3123
8/16/83,52405.2886
8/17/83,49435.5929
8/18/83,40361.9242
8/19/83,26102.7769
8/20/83,34866.2052
8/21/83,33135.7994
8/22/83,34374.5335
8/23/83,36695.5398
8/24/83,27728.5734
8/25/83,32185.4938
8/26/83,31395.7576
8/27/83,29755.3282
8/28/83,28421.056
8/29/83,29767.2384
8/30/83,31186.3002
8/31/83,26486.1897
9/1/83,23069.1036
9/2/83,26233.4362
9/3/83,19011.4153
9/4/83,24696.9569
9/5/83,20931.1111
9/6/83,27512.3231
9/7/83,16335.5054
9/8/83,32515.4006
9/9/83,17371.8162
9/10/83,23844.6777
9/11/83,28340.8371
9/12/83,22111.0772
9/13/83,25332.5337
9/14/83,18903.9012
9/15/83,23796.0544
9/16/83,15978.817
9/17/83,17074.7036
9/18/83,31112.2558
9/19/83,16115.6319
9/20/83,16704.7225
9/21/83,17890.9562
9/22/83,18085.6296
9/23/83,21716.7425
9/24/83,26014.249
9/25/83,23240.5506
9/26/83,25040.2448
9/27/83,22407.6109
9/28/83,32881.3403
9/29/83,15795.7924
9/30/83,54151.2001
10/1/83,25346.5466
10/2/83,37498.4705
10/3/83,37010.2264
10/4/83,38232.4413
10/5/83,27772.3447
10/6/83,30631.7752
10/7/83,26239.3048
10/8/83,33943.2744
10/9/83,24417.5733
10/10/83,34279.567
10/11/83,21721.754
10/12/83,31187.2721
10/13/83,24240.4115
10/14/83,28233.0165
10/15/83,26106.9035
10/16/83,27295.5648
10/17/83,25674.0365
10/18/83,25366.1586
10/19/83,24736.2565
10/20/83,26462.7283
10/21/83,25667.8091
10/22/83,26997.6961
10/23/83,23705.0706
10/24/83,29795.0693
10/25/83,24122.0625
10/26/83,24351.7739
10/27/83,24821.2794
10/28/83,21363.0952
10/29/83,22890.6731
10/30/83,22095.2072
10/31/83,22994.5206
11/1/83,29178.3745
11/2/83,19057.4711
11/3/83,23361.9659
11/4/83,15581.4404
11/5/83,14644.2796
11/6/83,20034.0378
11/7/83,19975.109
11/8/83,30017.9393
11/9/83,26470.2101
11/10/83,15234.1098
11/11/83,21498.4939
11/12/83,24845.0054
11/13/83,19246.8297
11/14/83,35712.9615
11/15/83,27338.6705
11/16/83,25179.3709
11/17/83,23699.2145
11/18/83,34914.9
11/19/83,21902.3253
11/20/83,37598.9694
11/21/83,20941.4763
11/22/83,25138.5002
11/23/83,25245.0142
11/24/83,26863.632
11/25/83,33450.6778
11/26/83,30011.161
11/27/83,18453.2498
11/28/83,20269.7919
11/29/83,28386.1689
11/30/83,20374.7112
12/1/83,23198.103
12/2/83,26057.9945
12/3/83,14392.3517
12/4/83,33436.9998
12/5/83,24723.1561
12/6/83,23498.6168
12/7/83,19860.5263
12/8/83,29059.2749
12/9/83,15394.5907
12/10/83,26949.5235
12/11/83,30477.313
12/12/83,19135.8346
12/13/83,17514.2739
12/14/83,20786.1811
12/15/83,34159.8723
12/16/83,22478.9861
12/17/83,27445.9189
12/18/83,17508.3562
12/19/83,18044.7952
12/20/83,33435.0983
12/21/83,23696.2117
12/22/83,23910.98
12/23/83,23603.3992
12/24/83,36364.4784
12/25/83,16922.9157
12/26/83,18649.4373
12/27/83,21888.1234
12/28/83,30417.2183
12/29/83,23902.7635
12/30/83,21488.059
12/31/83,17792.8447
1/1/84,22077.3916
1/2/84,19522.2984
1/3/84,13125.8599
1/4/84,18240.85
1/5/84,23463.8961
1/6/84,20529.7623
1/7/84,20562.5328
1/8/84,25190.5658
1/9/84,21785.0176
1/10/84,27438.066
1/11/84,23437.5331
1/12/84,29123.8897
1/13/84,31272.202
1/14/84,19733.3733
1/15/84,26544.3586
1/16/84,23675.7353
1/17/84,21336.6428
1/18/84,25889.899
1/19/84,19823.7368
1/20/84,14963.1425
1/21/84,14277.1598
1/22/84,8301.14637
1/23/84,13358.8708
1/24/84,21440.7363
1/25/84,21176.567
1/26/84,24679.9443
1/27/84,29068.1616
1/28/84,30456.2797
1/29/84,32761.3855
1/30/84,28315.3642
1/31/84,28314.9966
2/1/84,23743.7563
2/2/84,29809.0077
2/3/84,29015.2179
2/4/84,26403.0482
2/5/84,32254.458
2/6/84,25683.6557
2/7/84,26509.8438
2/8/84,30401.6189
2/9/84,32054.5163
2/10/84,20839.6162
2/11/84,37400.7766
2/12/84,26582.6685
2/13/84,31226.3101
2/14/84,29821.9201
2/15/84,34555.974
2/16/84,25573.8332
2/17/84,36373.5726
2/18/84,38116.9474
2/19/84,29423.5987
2/20/84,29745.1577
2/21/84,32951.6096
2/22/84,34661.6635
2/23/84,20621.078
2/24/84,27190.969
2/25/84,25570.4811
2/26/84,31834.1228
2/27/84,27189.6675
2/28/84,31725.3092
2/29/84,21908.2264
3/1/84,36802.4867
3/2/84,31009.3459
3/3/84,26884.895
3/4/84,32553.3439
3/5/84,22942.558
3/6/84,30609.9461
3/7/84,32948.0467
3/8/84,26899.3326
3/9/84,28302.6684
3/10/84,29203.3938
3/11/84,36167.9437
3/12/84,32061.3513
3/13/84,31465.7991
3/14/84,34852.8103
3/15/84,18632.1052
3/16/84,48817.115
3/17/84,33496.2764
3/18/84,33222.796
3/19/84,37694.0747
3/20/84,43419.953
3/21/84,29901.6371
3/22/84,40394.9835
3/23/84,37460.9218
3/24/84,37220.7144
3/25/84,29701.6051
3/26/84,39996.6044
3/27/84,35707.3872
3/28/84,37368.5334
3/29/84,49572.5334
3/30/84,29898.2162
3/31/84,34665.3279
4/1/84,38541.5752
4/2/84,34434.6706
4/3/84,40590.1794
4/4/84,36342.1339
4/5/84,34919.659
4/6/84,33424.4098
4/7/84,33207.5056
4/8/84,33546.2559
4/9/84,45369.0497
4/10/84,25645.2883
4/11/84,54697.5349
4/12/84,37055.4889
4/13/84,50052.8773
4/14/84,45318.2856
4/15/84,49259.2442
4/16/84,43210.9155
4/17/84,50250.6511
4/18/84,40748.1583
4/19/84,54415.3649
4/20/84,73858.4339
4/21/84,73661.0712
4/22/84,69661.81
4/23/84,73670.5282
4/24/84,70341.3298
4/25/84,59129.5585
4/26/84,72954.7915
4/27/84,71286.9825
4/28/84,61646.1712
4/29/84,66074.6644
4/30/84,68694.5418
5/1/84,60621.1563
5/2/84,57489.5379
5/3/84,54465.7287
5/4/84,54442.6326
5/5/84,52963.9926
5/6/84,70481.8107
5/7/84,62071.3421
5/8/84,83638.7327
5/9/84,77193.1798
5/10/84,79332.7787
5/11/84,91627.2212
5/12/84,98592.7501
5/13/84,111501.127
5/14/84,146406.306
5/15/84,147311.222
5/16/84,170536.179
5/17/84,189118.278
5/18/84,210959.366
5/19/84,213018.897
5/20/84,362273.829
5/21/84,51555.4462
5/22/84,214246.283
5/23/84,211661.769
5/24/84,224936.435
5/25/84,233585.246
5/26/84,227993.331
5/27/84,243444.743
5/28/84,246533.377
5/29/84,243736.761
5/30/84,245906.157
5/31/84,217492.14
6/1/84,379445.874
6/2/84,46389.5136
6/3/84,209227.045
6/4/84,201476.927
6/5/84,208225.447
6/6/84,179287.205
6/7/84,188762.766
6/8/84,189384.406
6/9/84,197853.421
6/10/84,194192.753
6/11/84,170475.19
6/12/84,168862.167
6/13/84,148274.627
6/14/84,148784.479
6/15/84,141276.044
6/16/84,136430.217
6/17/84,150260.286
6/18/84,150407.726
6/19/84,160998.854
6/20/84,135158.333
6/21/84,144341.864
6/22/84,144025.405
6/23/84,144030.866
6/24/84,144252.324
6/25/84,136274.985
6/26/84,133832.58
6/27/84,144999.207
6/28/84,135140.156
6/29/84,121103.101
6/30/84,141771.317
7/1/84,121347.484
7/2/84,118183.178
7/3/84,135395.35
7/4/84,117902.35
7/5/84,130110.658
7/6/84,107829.227
7/7/84,105994.91
7/8/84,90226.9099
7/9/84,84537.6532
7/10/84,91467.4935
7/11/84,69164.2896
7/12/84,90762.3944
7/13/84,102141.091
7/14/84,63275.9356
7/15/84,77512.9703
7/16/84,85858.0281
7/17/84,81176.2987
7/18/84,61786.0498
7/19/84,63960.8747
7/20/84,59993.1824
7/21/84,76096.0002
7/22/84,49850.6922
7/23/84,47502.6251
7/24/84,53666.0522
7/25/84,51932.1793
7/26/84,57372.4003
7/27/84,48516.2128
7/28/84,76905.3679
7/29/84,34982.0276
7/30/84,63063.3401
7/31/84,38438.0276
8/1/84,62848.6824
8/2/84,50230.3353
8/3/84,53506.0119
8/4/84,45187.5585
8/5/84,44700.1464
8/6/84,48808.1263
8/7/84,44002.4261
8/8/84,46144.2215
8/9/84,44109.1327
8/10/84,40544.0203
8/11/84,44617.8502
8/12/84,25563.3728
8/13/84,38290.7858
8/14/84,27248.9965
8/15/84,29329.667
8/16/84,39978.0006
8/17/84,35784.2531
8/18/84,34054.5843
8/19/84,42495.4957
8/20/84,49713.8428
8/21/84,63647.3261
8/22/84,47987.1407
8/23/84,46457.1168
8/24/84,44620.5607
8/25/84,46456.1899
8/26/84,54898.399
8/27/84,45662.9869
8/28/84,41271.4529
8/29/84,42890.7113
8/30/84,37308.7192
8/31/84,28864.8462
9/1/84,42842.5413
9/2/84,28998.7866
9/3/84,41252.9621
9/4/84,34826.6064
9/5/84,34031.8169
9/6/84,19468.7944
9/7/84,39178.8611
9/8/84,21250.1857
9/9/84,13995.0412
9/10/84,20705.7738
9/11/84,24805.2582
9/12/84,19618.3379
9/13/84,28454.5729
9/14/84,23772.6717
9/15/84,22868.6839
9/16/84,36997.7353
9/17/84,14331.9764
9/18/84,19513.056
9/19/84,24694.6231
9/20/84,29678.3265
9/21/84,23608.1578
9/22/84,13236.75
9/23/84,15267.8519
9/24/84,23995.762
9/25/84,12905.5803
9/26/84,29859.6308
9/27/84,19812.7104
9/28/84,20636.564
9/29/84,21535.1944
9/30/84,16347.9453
10/1/84,28725.1494
10/2/84,30055.2524
10/3/84,21323.1584
10/4/84,29117.5818
10/5/84,44056.5621
10/6/84,33993.9252
10/7/84,28718.2659
10/8/84,33306.2431
10/9/84,26958.1516
10/10/84,28227.9495
10/11/84,23637.3506
10/12/84,29953.1092
10/13/84,23544.1633
10/14/84,29950.269
10/15/84,22011.5607
10/16/84,34825.3002
10/17/84,14519.1132
10/18/84,42769.3942
10/19/84,34889.5824
10/20/84,32422.5614
10/21/84,36027.7616
10/22/84,38050.1698
10/23/84,27739.9446
10/24/84,35387.2276
10/25/84,23794.1724
10/26/84,26620.2704
10/27/84,39722.8108
10/28/84,28147.6297
10/29/84,36264.2986
10/30/84,29873.2267
10/31/84,37394.9636
11/1/84,36345.819
11/2/84,13196.0704
11/3/84,35119.0098
11/4/84,36539.7058
11/5/84,27915.8701
11/6/84,24674.1715
11/7/84,14429.4879
11/8/84,47710.9281
11/9/84,28556.16
11/10/84,25801.6066
11/11/84,27618.4677
11/12/84,32891.6452
11/13/84,19407.2806
11/14/84,34706.9115
11/15/84,31465.6382
11/16/84,29645.909
11/17/84,28114.7701
11/18/84,32991.2533
11/19/84,26095.314
11/20/84,31260.3852
11/21/84,31367.1119
11/22/84,25802.4757
11/23/84,20922.9116
11/24/84,19012.1999
11/25/84,33518.4424
11/26/84,30565.8633
11/27/84,22356.0584
11/28/84,22354.2509
11/29/84,31694.0426
11/30/84,26327.8598
12/1/84,27640.9098
12/2/84,31871.7407
12/3/84,25796.7723
12/4/84,25257.7857
12/5/84,25653.4127
12/6/84,25883.996
12/7/84,27412.7462
12/8/84,15953.6968
12/9/84,29723.6709
12/10/84,22969.233
12/11/84,28101.2055
12/12/84,19891.6449
12/13/84,42787.2336
12/14/84,24767.5726
12/15/84,28096.7683
12/16/84,25053.8015
12/17/84,27045.5256
12/18/84,26812.8059
12/19/84,24398.1858
12/20/84,25818.6873
12/21/84,23139.1093
12/22/84,28304.305
12/23/84,25153.3381
12/24/84,26880.1064
12/25/84,23638.7082
12/26/84,23670.6174
12/27/84,30224.3271
12/28/84,23238.2347
12/29/84,25361.615
12/30/84,31732.628
12/31/84,25467.3141
1/1/85,28886.3369
1/2/85,29282.6635
1/3/85,24728.558
1/4/85,27661.8142
1/5/85,22909.3332
