STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
SHA,D,6,RES ELE,20091226 0000,20091226 0000,942.68, ,FEET
SHA,D,6,RES ELE,20091227 0000,20091227 0000,942.93, ,FEET
SHA,D,6,RES ELE,20091228 0000,20091228 0000,943.10, ,FEET
SHA,D,6,RES ELE,20091229 0000,20091229 0000,943.32, ,FEET
SHA,D,6,RES ELE,20091230 0000,20091230 0000,943.52, ,FEET
SHA,D,6,RES ELE,20091231 0000,20091231 0000,943.82, ,FEET
SHA,D,6,RES ELE,20100101 0000,20100101 0000,945.17, ,FEET
SHA,D,6,RES ELE,20100102 0000,20100102 0000,946.26, ,FEET
SHA,D,6,RES ELE,20100103 0000,20100103 0000,946.96, ,FEET
SHA,D,6,RES ELE,20100104 0000,20100104 0000,947.37, ,FEET
SHA,D,6,RES ELE,20100105 0000,20100105 0000,947.81, ,FEET
SHA,D,6,RES ELE,20100106 0000,20100106 0000,948.14, ,FEET
SHA,D,6,RES ELE,20100107 0000,20100107 0000,948.46, ,FEET
SHA,D,6,RES ELE,20100108 0000,20100108 0000,948.83, ,FEET
SHA,D,6,RES ELE,20100109 0000,20100109 0000,949.13, ,FEET
SHA,D,6,RES ELE,20100110 0000,20100110 0000,949.37, ,FEET
SHA,D,6,RES ELE,20100111 0000,20100111 0000,949.60, ,FEET
SHA,D,6,RES ELE,20100112 0000,20100112 0000,950.66, ,FEET
SHA,D,6,RES ELE,20100113 0000,20100113 0000,952.77, ,FEET
SHA,D,6,RES ELE,20100114 0000,20100114 0000,953.98, ,FEET
SHA,D,6,RES ELE,20100115 0000,20100115 0000,954.91, ,FEET
SHA,D,6,RES ELE,20100116 0000,20100116 0000,956.00, ,FEET
SHA,D,6,RES ELE,20100117 0000,20100117 0000,957.26, ,FEET
SHA,D,6,RES ELE,20100118 0000,20100118 0000,960.54, ,FEET
SHA,D,6,RES ELE,20100119 0000,20100119 0000,965.47, ,FEET
SHA,D,6,RES ELE,20100120 0000,20100120 0000,969.89, ,FEET
SHA,D,6,RES ELE,20100121 0000,20100121 0000,973.72, ,FEET
SHA,D,6,RES ELE,20100122 0000,20100122 0000,976.05, ,FEET
SHA,D,6,RES ELE,20100123 0000,20100123 0000,977.94, ,FEET
SHA,D,6,RES ELE,20100124 0000,20100124 0000,979.85, ,FEET
SHA,D,6,RES ELE,20100125 0000,20100125 0000,981.89, ,FEET
SHA,D,6,RES ELE,20100126 0000,20100126 0000,983.63, ,FEET
SHA,D,6,RES ELE,20100127 0000,20100127 0000,985.04, ,FEET
SHA,D,6,RES ELE,20100128 0000,20100128 0000,986.09, ,FEET
SHA,D,6,RES ELE,20100129 0000,20100129 0000,987.02, ,FEET
SHA,D,6,RES ELE,20100130 0000,20100130 0000,988.04, ,FEET
SHA,D,6,RES ELE,20100131 0000,20100131 0000,989.04, ,FEET
SHA,D,6,RES ELE,20100201 0000,20100201 0000,990.10, ,FEET
SHA,D,6,RES ELE,20100202 0000,20100202 0000,990.94, ,FEET
SHA,D,6,RES ELE,20100203 0000,20100203 0000,991.88, ,FEET
SHA,D,6,RES ELE,20100204 0000,20100204 0000,993.27, ,FEET
SHA,D,6,RES ELE,20100205 0000,20100205 0000,996.28, ,FEET
SHA,D,6,RES ELE,20100206 0000,20100206 0000,999.31, ,FEET
SHA,D,6,RES ELE,20100207 0000,20100207 0000,1001.43, ,FEET
SHA,D,6,RES ELE,20100208 0000,20100208 0000,1003.00, ,FEET
SHA,D,6,RES ELE,20100209 0000,20100209 0000,1004.34, ,FEET
SHA,D,6,RES ELE,20100210 0000,20100210 0000,1005.47, ,FEET
SHA,D,6,RES ELE,20100211 0000,20100211 0000,1006.67, ,FEET
SHA,D,6,RES ELE,20100212 0000,20100212 0000,1007.86, ,FEET
SHA,D,6,RES ELE,20100213 0000,20100213 0000,1009.23, ,FEET
SHA,D,6,RES ELE,20100214 0000,20100214 0000,1010.48, ,FEET
SHA,D,6,RES ELE,20100215 0000,20100215 0000,1011.57, ,FEET
SHA,D,6,RES ELE,20100216 0000,20100216 0000,1012.54, ,FEET
SHA,D,6,RES ELE,20100217 0000,20100217 0000,1013.54, ,FEET
SHA,D,6,RES ELE,20100218 0000,20100218 0000,1014.50, ,FEET
SHA,D,6,RES ELE,20100219 0000,20100219 0000,1015.35, ,FEET
SHA,D,6,RES ELE,20100220 0000,20100220 0000,1016.18, ,FEET
SHA,D,6,RES ELE,20100221 0000,20100221 0000,1016.91, ,FEET
SHA,D,6,RES ELE,20100222 0000,20100222 0000,1017.45, ,FEET
SHA,D,6,RES ELE,20100223 0000,20100223 0000,1018.11, ,FEET
SHA,D,6,RES ELE,20100224 0000,20100224 0000,1018.79, ,FEET
SHA,D,6,RES ELE,20100225 0000,20100225 0000,1019.46, ,FEET
SHA,D,6,RES ELE,20100226 0000,20100226 0000,1020.95, ,FEET
SHA,D,6,RES ELE,20100227 0000,20100227 0000,1022.63, ,FEET
SHA,D,6,RES ELE,20100228 0000,20100228 0000,1023.84, ,FEET
SHA,D,6,RES ELE,20100301 0000,20100301 0000,1024.68, ,FEET
SHA,D,6,RES ELE,20100302 0000,20100302 0000,1025.81, ,FEET
SHA,D,6,RES ELE,20100303 0000,20100303 0000,1027.40, ,FEET
SHA,D,6,RES ELE,20100304 0000,20100304 0000,1028.59, ,FEET
SHA,D,6,RES ELE,20100305 0000,20100305 0000,1029.68, ,FEET
SHA,D,6,RES ELE,20100306 0000,20100306 0000,1030.54, ,FEET
SHA,D,6,RES ELE,20100307 0000,20100307 0000,1031.35, ,FEET
SHA,D,6,RES ELE,20100308 0000,20100308 0000,1032.11, ,FEET
SHA,D,6,RES ELE,20100309 0000,20100309 0000,1032.75, ,FEET
SHA,D,6,RES ELE,20100310 0000,20100310 0000,1033.35, ,FEET
SHA,D,6,RES ELE,20100311 0000,20100311 0000,1033.84, ,FEET
SHA,D,6,RES ELE,20100312 0000,20100312 0000,1034.56, ,FEET
SHA,D,6,RES ELE,20100313 0000,20100313 0000,1035.16, ,FEET
SHA,D,6,RES ELE,20100314 0000,20100314 0000,1035.58, ,FEET
SHA,D,6,RES ELE,20100315 0000,20100315 0000,1035.99, ,FEET
SHA,D,6,RES ELE,20100316 0000,20100316 0000,1036.38, ,FEET
SHA,D,6,RES ELE,20100317 0000,20100317 0000,1037.07, ,FEET
SHA,D,6,RES ELE,20100318 0000,20100318 0000,1037.45, ,FEET
SHA,D,6,RES ELE,20100319 0000,20100319 0000,1037.89, ,FEET
SHA,D,6,RES ELE,20100320 0000,20100320 0000,1038.25, ,FEET
SHA,D,6,RES ELE,20100321 0000,20100321 0000,1038.61, ,FEET
SHA,D,6,RES ELE,20100322 0000,20100322 0000,1038.88, ,FEET
SHA,D,6,RES ELE,20100323 0000,20100323 0000,1039.22, ,FEET
SHA,D,6,RES ELE,20100324 0000,20100324 0000,1039.62, ,FEET
SHA,D,6,RES ELE,20100325 0000,20100325 0000,1039.98, ,FEET
SHA,D,6,RES ELE,20100326 0000,20100326 0000,1040.33, ,FEET
SHA,D,6,RES ELE,20100327 0000,20100327 0000,1040.65, ,FEET
SHA,D,6,RES ELE,20100328 0000,20100328 0000,1040.95, ,FEET
SHA,D,6,RES ELE,20100329 0000,20100329 0000,1041.49, ,FEET
SHA,D,6,RES ELE,20100330 0000,20100330 0000,1042.20, ,FEET
SHA,D,6,RES ELE,20100331 0000,20100331 0000,1042.86, ,FEET
SHA,D,6,RES ELE,20100401 0000,20100401 0000,1043.40, ,FEET
SHA,D,6,RES ELE,20100402 0000,20100402 0000,1044.05, ,FEET
SHA,D,6,RES ELE,20100403 0000,20100403 0000,1044.57, ,FEET
SHA,D,6,RES ELE,20100404 0000,20100404 0000,1045.25, ,FEET
SHA,D,6,RES ELE,20100405 0000,20100405 0000,1045.84, ,FEET
SHA,D,6,RES ELE,20100406 0000,20100406 0000,1046.25, ,FEET
SHA,D,6,RES ELE,20100407 0000,20100407 0000,1046.76, ,FEET
SHA,D,6,RES ELE,20100408 0000,20100408 0000,1047.25, ,FEET
SHA,D,6,RES ELE,20100409 0000,20100409 0000,1047.73, ,FEET
SHA,D,6,RES ELE,20100410 0000,20100410 0000,1048.20, ,FEET
SHA,D,6,RES ELE,20100411 0000,20100411 0000,1048.87, ,FEET
SHA,D,6,RES ELE,20100412 0000,20100412 0000,1050.12, ,FEET
SHA,D,6,RES ELE,20100413 0000,20100413 0000,1051.23, ,FEET
SHA,D,6,RES ELE,20100414 0000,20100414 0000,1052.36, ,FEET
SHA,D,6,RES ELE,20100415 0000,20100415 0000,1053.37, ,FEET
SHA,D,6,RES ELE,20100416 0000,20100416 0000,1054.15, ,FEET
SHA,D,6,RES ELE,20100417 0000,20100417 0000,1054.96, ,FEET
SHA,D,6,RES ELE,20100418 0000,20100418 0000,1055.70, ,FEET
SHA,D,6,RES ELE,20100419 0000,20100419 0000,1056.39, ,FEET
SHA,D,6,RES ELE,20100420 0000,20100420 0000,1057.27, ,FEET
SHA,D,6,RES ELE,20100421 0000,20100421 0000,1057.75, ,FEET
SHA,D,6,RES ELE,20100422 0000,20100422 0000,1058.12, ,FEET
SHA,D,6,RES ELE,20100423 0000,20100423 0000,1058.45, ,FEET
SHA,D,6,RES ELE,20100424 0000,20100424 0000,1058.67, ,FEET
SHA,D,6,RES ELE,20100425 0000,20100425 0000,1058.93, ,FEET
SHA,D,6,RES ELE,20100426 0000,20100426 0000,1059.21, ,FEET
SHA,D,6,RES ELE,20100427 0000,20100427 0000,1059.96, ,FEET
SHA,D,6,RES ELE,20100428 0000,20100428 0000,1060.57, ,FEET
SHA,D,6,RES ELE,20100429 0000,20100429 0000,1061.11, ,FEET
SHA,D,6,RES ELE,20100430 0000,20100430 0000,1061.52, ,FEET
SHA,D,6,RES ELE,20100501 0000,20100501 0000,1061.69, ,FEET
SHA,D,6,RES ELE,20100502 0000,20100502 0000,1061.99, ,FEET
SHA,D,6,RES ELE,20100503 0000,20100503 0000,1062.22, ,FEET
SHA,D,6,RES ELE,20100504 0000,20100504 0000,1062.47, ,FEET
SHA,D,6,RES ELE,20100505 0000,20100505 0000,1062.74, ,FEET
SHA,D,6,RES ELE,20100506 0000,20100506 0000,1062.90, ,FEET
SHA,D,6,RES ELE,20100507 0000,20100507 0000,1063.01, ,FEET
SHA,D,6,RES ELE,20100508 0000,20100508 0000,1063.15, ,FEET
SHA,D,6,RES ELE,20100509 0000,20100509 0000,1063.29, ,FEET
SHA,D,6,RES ELE,20100510 0000,20100510 0000,1063.60, ,FEET
SHA,D,6,RES ELE,20100511 0000,20100511 0000,1063.86, ,FEET
SHA,D,6,RES ELE,20100512 0000,20100512 0000,1064.06, ,FEET
SHA,D,6,RES ELE,20100513 0000,20100513 0000,1064.26, ,FEET
SHA,D,6,RES ELE,20100514 0000,20100514 0000,1064.44, ,FEET
SHA,D,6,RES ELE,20100515 0000,20100515 0000,1064.60, ,FEET
SHA,D,6,RES ELE,20100516 0000,20100516 0000,1064.67, ,FEET
SHA,D,6,RES ELE,20100517 0000,20100517 0000,1064.67, ,FEET
SHA,D,6,RES ELE,20100518 0000,20100518 0000,1065.07, ,FEET
SHA,D,6,RES ELE,20100519 0000,20100519 0000,1065.19, ,FEET
SHA,D,6,RES ELE,20100520 0000,20100520 0000,1065.34, ,FEET
SHA,D,6,RES ELE,20100521 0000,20100521 0000,1065.44, ,FEET
SHA,D,6,RES ELE,20100522 0000,20100522 0000,1065.49, ,FEET
SHA,D,6,RES ELE,20100523 0000,20100523 0000,1065.40, ,FEET
SHA,D,6,RES ELE,20100524 0000,20100524 0000,1065.40, ,FEET
SHA,D,6,RES ELE,20100525 0000,20100525 0000,1065.48, ,FEET
SHA,D,6,RES ELE,20100526 0000,20100526 0000,1065.46, ,FEET
SHA,D,6,RES ELE,20100527 0000,20100527 0000,1065.48, ,FEET
SHA,D,6,RES ELE,20100528 0000,20100528 0000,1065.34, ,FEET
SHA,D,6,RES ELE,20100529 0000,20100529 0000,1064.95, ,FEET
SHA,D,6,RES ELE,20100530 0000,20100530 0000,1064.47, ,FEET
SHA,D,6,RES ELE,20100531 0000,20100531 0000,1064.05, ,FEET
SHA,D,6,RES ELE,20100601 0000,20100601 0000,1063.92, ,FEET
SHA,D,6,RES ELE,20100602 0000,20100602 0000,1063.60, ,FEET
SHA,D,6,RES ELE,20100603 0000,20100603 0000,1063.23, ,FEET
SHA,D,6,RES ELE,20100604 0000,20100604 0000,1063.00, ,FEET
SHA,D,6,RES ELE,20100605 0000,20100605 0000,1062.93, ,FEET
SHA,D,6,RES ELE,20100606 0000,20100606 0000,1062.81, ,FEET
SHA,D,6,RES ELE,20100607 0000,20100607 0000,1062.61, ,FEET
SHA,D,6,RES ELE,20100608 0000,20100608 0000,1062.46, ,FEET
SHA,D,6,RES ELE,20100609 0000,20100609 0000,1062.44, ,FEET
SHA,D,6,RES ELE,20100610 0000,20100610 0000,1062.37, ,FEET
SHA,D,6,RES ELE,20100611 0000,20100611 0000,1062.29, ,FEET
SHA,D,6,RES ELE,20100612 0000,20100612 0000,1062.15, ,FEET
SHA,D,6,RES ELE,20100613 0000,20100613 0000,1062.02, ,FEET
SHA,D,6,RES ELE,20100614 0000,20100614 0000,1061.84, ,FEET
SHA,D,6,RES ELE,20100615 0000,20100615 0000,1061.66, ,FEET
SHA,D,6,RES ELE,20100616 0000,20100616 0000,1061.54, ,FEET
SHA,D,6,RES ELE,20100617 0000,20100617 0000,1061.30, ,FEET
SHA,D,6,RES ELE,20100618 0000,20100618 0000,1061.08, ,FEET
SHA,D,6,RES ELE,20100619 0000,20100619 0000,1060.85, ,FEET
SHA,D,6,RES ELE,20100620 0000,20100620 0000,1060.57, ,FEET
SHA,D,6,RES ELE,20100621 0000,20100621 0000,1060.36, ,FEET
SHA,D,6,RES ELE,20100622 0000,20100622 0000,1060.13, ,FEET
SHA,D,6,RES ELE,20100623 0000,20100623 0000,1059.86, ,FEET
SHA,D,6,RES ELE,20100624 0000,20100624 0000,1059.56, ,FEET
SHA,D,6,RES ELE,20100625 0000,20100625 0000,1059.32, ,FEET
SHA,D,6,RES ELE,20100626 0000,20100626 0000,1059.04, ,FEET
SHA,D,6,RES ELE,20100627 0000,20100627 0000,1058.74, ,FEET
SHA,D,6,RES ELE,20100628 0000,20100628 0000,1058.42, ,FEET
SHA,D,6,RES ELE,20100629 0000,20100629 0000,1058.07, ,FEET
SHA,D,6,RES ELE,20100630 0000,20100630 0000,1057.66, ,FEET
SHA,D,6,RES ELE,20100701 0000,20100701 0000,1057.22, ,FEET
SHA,D,6,RES ELE,20100702 0000,20100702 0000,1056.81, ,FEET
SHA,D,6,RES ELE,20100703 0000,20100703 0000,1056.37, ,FEET
SHA,D,6,RES ELE,20100704 0000,20100704 0000,1055.97, ,FEET
SHA,D,6,RES ELE,20100705 0000,20100705 0000,1055.53, ,FEET
SHA,D,6,RES ELE,20100706 0000,20100706 0000,1055.07, ,FEET
SHA,D,6,RES ELE,20100707 0000,20100707 0000,1054.58, ,FEET
SHA,D,6,RES ELE,20100708 0000,20100708 0000,1054.11, ,FEET
SHA,D,6,RES ELE,20100709 0000,20100709 0000,1053.61, ,FEET
SHA,D,6,RES ELE,20100710 0000,20100710 0000,1053.16, ,FEET
SHA,D,6,RES ELE,20100711 0000,20100711 0000,1052.67, ,FEET
SHA,D,6,RES ELE,20100712 0000,20100712 0000,1052.14, ,FEET
SHA,D,6,RES ELE,20100713 0000,20100713 0000,1051.65, ,FEET
SHA,D,6,RES ELE,20100714 0000,20100714 0000,1051.14, ,FEET
SHA,D,6,RES ELE,20100715 0000,20100715 0000,1050.63, ,FEET
SHA,D,6,RES ELE,20100716 0000,20100716 0000,1050.11, ,FEET
SHA,D,6,RES ELE,20100717 0000,20100717 0000,1049.59, ,FEET
SHA,D,6,RES ELE,20100718 0000,20100718 0000,1049.04, ,FEET
SHA,D,6,RES ELE,20100719 0000,20100719 0000,1048.50, ,FEET
SHA,D,6,RES ELE,20100720 0000,20100720 0000,1047.96, ,FEET
SHA,D,6,RES ELE,20100721 0000,20100721 0000,1047.41, ,FEET
SHA,D,6,RES ELE,20100722 0000,20100722 0000,1046.87, ,FEET
SHA,D,6,RES ELE,20100723 0000,20100723 0000,1046.32, ,FEET
SHA,D,6,RES ELE,20100724 0000,20100724 0000,1045.77, ,FEET
SHA,D,6,RES ELE,20100725 0000,20100725 0000,1045.21, ,FEET
SHA,D,6,RES ELE,20100726 0000,20100726 0000,1044.66, ,FEET
SHA,D,6,RES ELE,20100727 0000,20100727 0000,1044.09, ,FEET
SHA,D,6,RES ELE,20100728 0000,20100728 0000,1043.54, ,FEET
SHA,D,6,RES ELE,20100729 0000,20100729 0000,1043.00, ,FEET
SHA,D,6,RES ELE,20100730 0000,20100730 0000,1042.42, ,FEET
SHA,D,6,RES ELE,20100731 0000,20100731 0000,1041.83, ,FEET
SHA,D,6,RES ELE,20100801 0000,20100801 0000,1041.24, ,FEET
SHA,D,6,RES ELE,20100802 0000,20100802 0000,1040.73, ,FEET
SHA,D,6,RES ELE,20100803 0000,20100803 0000,1040.11, ,FEET
SHA,D,6,RES ELE,20100804 0000,20100804 0000,1039.55, ,FEET
SHA,D,6,RES ELE,20100805 0000,20100805 0000,1038.99, ,FEET
SHA,D,6,RES ELE,20100806 0000,20100806 0000,1038.44, ,FEET
SHA,D,6,RES ELE,20100807 0000,20100807 0000,1037.90, ,FEET
SHA,D,6,RES ELE,20100808 0000,20100808 0000,1037.41, ,FEET
SHA,D,6,RES ELE,20100809 0000,20100809 0000,1036.91, ,FEET
SHA,D,6,RES ELE,20100810 0000,20100810 0000,1036.39, ,FEET
SHA,D,6,RES ELE,20100811 0000,20100811 0000,1035.92, ,FEET
SHA,D,6,RES ELE,20100812 0000,20100812 0000,1035.47, ,FEET
SHA,D,6,RES ELE,20100813 0000,20100813 0000,1035.07, ,FEET
SHA,D,6,RES ELE,20100814 0000,20100814 0000,1034.71, ,FEET
SHA,D,6,RES ELE,20100815 0000,20100815 0000,1034.34, ,FEET
SHA,D,6,RES ELE,20100816 0000,20100816 0000,1033.97, ,FEET
SHA,D,6,RES ELE,20100817 0000,20100817 0000,1033.51, ,FEET
SHA,D,6,RES ELE,20100818 0000,20100818 0000,1033.11, ,FEET
SHA,D,6,RES ELE,20100819 0000,20100819 0000,1032.76, ,FEET
SHA,D,6,RES ELE,20100820 0000,20100820 0000,1032.38, ,FEET
SHA,D,6,RES ELE,20100821 0000,20100821 0000,1032.01, ,FEET
SHA,D,6,RES ELE,20100822 0000,20100822 0000,1031.67, ,FEET
SHA,D,6,RES ELE,20100823 0000,20100823 0000,1031.21, ,FEET
SHA,D,6,RES ELE,20100824 0000,20100824 0000,1030.85, ,FEET
SHA,D,6,RES ELE,20100825 0000,20100825 0000,1030.52, ,FEET
SHA,D,6,RES ELE,20100826 0000,20100826 0000,1030.16, ,FEET
SHA,D,6,RES ELE,20100827 0000,20100827 0000,1029.74, ,FEET
SHA,D,6,RES ELE,20100828 0000,20100828 0000,1029.40, ,FEET
SHA,D,6,RES ELE,20100829 0000,20100829 0000,1029.05, ,FEET
SHA,D,6,RES ELE,20100830 0000,20100830 0000,1028.69, ,FEET
SHA,D,6,RES ELE,20100831 0000,20100831 0000,1028.34, ,FEET
SHA,D,6,RES ELE,20100901 0000,20100901 0000,1028.01, ,FEET
SHA,D,6,RES ELE,20100902 0000,20100902 0000,1027.70, ,FEET
SHA,D,6,RES ELE,20100903 0000,20100903 0000,1027.43, ,FEET
SHA,D,6,RES ELE,20100904 0000,20100904 0000,1027.11, ,FEET
SHA,D,6,RES ELE,20100905 0000,20100905 0000,1026.77, ,FEET
SHA,D,6,RES ELE,20100906 0000,20100906 0000,1026.46, ,FEET
SHA,D,6,RES ELE,20100907 0000,20100907 0000,1026.15, ,FEET
SHA,D,6,RES ELE,20100908 0000,20100908 0000,1025.82, ,FEET
SHA,D,6,RES ELE,20100909 0000,20100909 0000,1025.42, ,FEET
SHA,D,6,RES ELE,20100910 0000,20100910 0000,1024.78, ,FEET
SHA,D,6,RES ELE,20100911 0000,20100911 0000,1024.47, ,FEET
SHA,D,6,RES ELE,20100912 0000,20100912 0000,1024.19, ,FEET
SHA,D,6,RES ELE,20100913 0000,20100913 0000,1023.93, ,FEET
SHA,D,6,RES ELE,20100914 0000,20100914 0000,1023.75, ,FEET
SHA,D,6,RES ELE,20100915 0000,20100915 0000,1023.56, ,FEET
SHA,D,6,RES ELE,20100916 0000,20100916 0000,1023.43, ,FEET
SHA,D,6,RES ELE,20100917 0000,20100917 0000,1023.30, ,FEET
SHA,D,6,RES ELE,20100918 0000,20100918 0000,1023.24, ,FEET
SHA,D,6,RES ELE,20100919 0000,20100919 0000,1023.16, ,FEET
SHA,D,6,RES ELE,20100920 0000,20100920 0000,1023.04, ,FEET
SHA,D,6,RES ELE,20100921 0000,20100921 0000,1022.88, ,FEET
SHA,D,6,RES ELE,20100922 0000,20100922 0000,1022.76, ,FEET
SHA,D,6,RES ELE,20100923 0000,20100923 0000,1022.62, ,FEET
SHA,D,6,RES ELE,20100924 0000,20100924 0000,1022.46, ,FEET
SHA,D,6,RES ELE,20100925 0000,20100925 0000,1022.31, ,FEET
SHA,D,6,RES ELE,20100926 0000,20100926 0000,1022.15, ,FEET
SHA,D,6,RES ELE,20100927 0000,20100927 0000,1022.00, ,FEET
SHA,D,6,RES ELE,20100928 0000,20100928 0000,1021.81, ,FEET
SHA,D,6,RES ELE,20100929 0000,20100929 0000,1021.59, ,FEET
SHA,D,6,RES ELE,20100930 0000,20100930 0000,1021.32, ,FEET
SHA,D,6,RES ELE,20101001 0000,20101001 0000,1021.14, ,FEET
SHA,D,6,RES ELE,20101002 0000,20101002 0000,1021.02, ,FEET
SHA,D,6,RES ELE,20101003 0000,20101003 0000,1020.90, ,FEET
SHA,D,6,RES ELE,20101004 0000,20101004 0000,1020.69, ,FEET
SHA,D,6,RES ELE,20101005 0000,20101005 0000,1020.43, ,FEET
SHA,D,6,RES ELE,20101006 0000,20101006 0000,1020.27, ,FEET
SHA,D,6,RES ELE,20101007 0000,20101007 0000,1020.11, ,FEET
SHA,D,6,RES ELE,20101008 0000,20101008 0000,1019.98, ,FEET
SHA,D,6,RES ELE,20101009 0000,20101009 0000,1019.83, ,FEET
SHA,D,6,RES ELE,20101010 0000,20101010 0000,1019.72, ,FEET
SHA,D,6,RES ELE,20101011 0000,20101011 0000,1019.60, ,FEET
SHA,D,6,RES ELE,20101012 0000,20101012 0000,1019.52, ,FEET
SHA,D,6,RES ELE,20101013 0000,20101013 0000,1019.42, ,FEET
SHA,D,6,RES ELE,20101014 0000,20101014 0000,1019.33, ,FEET
SHA,D,6,RES ELE,20101015 0000,20101015 0000,1019.21, ,FEET
SHA,D,6,RES ELE,20101016 0000,20101016 0000,1019.09, ,FEET
SHA,D,6,RES ELE,20101017 0000,20101017 0000,1018.97, ,FEET
SHA,D,6,RES ELE,20101018 0000,20101018 0000,1018.82, ,FEET
SHA,D,6,RES ELE,20101019 0000,20101019 0000,1018.66, ,FEET
SHA,D,6,RES ELE,20101020 0000,20101020 0000,1018.54, ,FEET
SHA,D,6,RES ELE,20101021 0000,20101021 0000,1018.45, ,FEET
SHA,D,6,RES ELE,20101022 0000,20101022 0000,1018.35, ,FEET
SHA,D,6,RES ELE,20101023 0000,20101023 0000,1018.49, ,FEET
SHA,D,6,RES ELE,20101024 0000,20101024 0000,1019.18, ,FEET
SHA,D,6,RES ELE,20101025 0000,20101025 0000,1019.23, ,FEET
SHA,D,6,RES ELE,20101026 0000,20101026 0000,1019.29, ,FEET
SHA,D,6,RES ELE,20101027 0000,20101027 0000,1019.27, ,FEET
SHA,D,6,RES ELE,20101028 0000,20101028 0000,1019.24, ,FEET
SHA,D,6,RES ELE,20101029 0000,20101029 0000,1019.28, ,FEET
SHA,D,6,RES ELE,20101030 0000,20101030 0000,1019.33, ,FEET
SHA,D,6,RES ELE,20101031 0000,20101031 0000,1019.40, ,FEET
SHA,D,6,RES ELE,20101101 0000,20101101 0000,1019.46, ,FEET
SHA,D,6,RES ELE,20101102 0000,20101102 0000,1019.49, ,FEET
SHA,D,6,RES ELE,20101103 0000,20101103 0000,1019.42, ,FEET
SHA,D,6,RES ELE,20101104 0000,20101104 0000,1019.40, ,FEET
SHA,D,6,RES ELE,20101105 0000,20101105 0000,1019.23, ,FEET
SHA,D,6,RES ELE,20101106 0000,20101106 0000,1019.07, ,FEET
SHA,D,6,RES ELE,20101107 0000,20101107 0000,1019.49, ,FEET
SHA,D,6,RES ELE,20101108 0000,20101108 0000,1019.39, ,FEET
SHA,D,6,RES ELE,20101109 0000,20101109 0000,1019.34, ,FEET
SHA,D,6,RES ELE,20101110 0000,20101110 0000,1019.24, ,FEET
SHA,D,6,RES ELE,20101111 0000,20101111 0000,1019.16, ,FEET
SHA,D,6,RES ELE,20101112 0000,20101112 0000,1018.97, ,FEET
SHA,D,6,RES ELE,20101113 0000,20101113 0000,1018.81, ,FEET
SHA,D,6,RES ELE,20101114 0000,20101114 0000,1018.63, ,FEET
SHA,D,6,RES ELE,20101115 0000,20101115 0000,1018.49, ,FEET
SHA,D,6,RES ELE,20101116 0000,20101116 0000,1018.33, ,FEET
SHA,D,6,RES ELE,20101117 0000,20101117 0000,1018.09, ,FEET
SHA,D,6,RES ELE,20101118 0000,20101118 0000,1017.92, ,FEET
SHA,D,6,RES ELE,20101119 0000,20101119 0000,1017.80, ,FEET
SHA,D,6,RES ELE,20101120 0000,20101120 0000,1017.95, ,FEET
SHA,D,6,RES ELE,20101121 0000,20101121 0000,1017.91, ,FEET
SHA,D,6,RES ELE,20101122 0000,20101122 0000,1017.88, ,FEET
SHA,D,6,RES ELE,20101123 0000,20101123 0000,1017.97, ,FEET
SHA,D,6,RES ELE,20101124 0000,20101124 0000,1017.97, ,FEET
SHA,D,6,RES ELE,20101125 0000,20101125 0000,1017.89, ,FEET
SHA,D,6,RES ELE,20101126 0000,20101126 0000,1017.80, ,FEET
SHA,D,6,RES ELE,20101127 0000,20101127 0000,1017.78, ,FEET
SHA,D,6,RES ELE,20101128 0000,20101128 0000,1017.69, ,FEET
SHA,D,6,RES ELE,20101129 0000,20101129 0000,1017.56, ,FEET
SHA,D,6,RES ELE,20101130 0000,20101130 0000,1017.38, ,FEET
SHA,D,6,RES ELE,20101201 0000,20101201 0000,1017.21, ,FEET
SHA,D,6,RES ELE,20101202 0000,20101202 0000,1017.16, ,FEET
SHA,D,6,RES ELE,20101203 0000,20101203 0000,1017.05, ,FEET
SHA,D,6,RES ELE,20101204 0000,20101204 0000,1017.02, ,FEET
SHA,D,6,RES ELE,20101205 0000,20101205 0000,1017.24, ,FEET
SHA,D,6,RES ELE,20101206 0000,20101206 0000,1018.00, ,FEET
SHA,D,6,RES ELE,20101207 0000,20101207 0000,1018.63, ,FEET
SHA,D,6,RES ELE,20101208 0000,20101208 0000,1019.31, ,FEET
SHA,D,6,RES ELE,20101209 0000,20101209 0000,1020.02, ,FEET
SHA,D,6,RES ELE,20101210 0000,20101210 0000,1020.94, ,FEET
SHA,D,6,RES ELE,20101211 0000,20101211 0000,1021.52, ,FEET
SHA,D,6,RES ELE,20101212 0000,20101212 0000,1021.89, ,FEET
SHA,D,6,RES ELE,20101213 0000,20101213 0000,1022.10, ,FEET
SHA,D,6,RES ELE,20101214 0000,20101214 0000,1022.12, ,FEET
SHA,D,6,RES ELE,20101215 0000,20101215 0000,1021.88, ,FEET
SHA,D,6,RES ELE,20101216 0000,20101216 0000,1021.51, ,FEET
SHA,D,6,RES ELE,20101217 0000,20101217 0000,1021.26, ,FEET
SHA,D,6,RES ELE,20101218 0000,20101218 0000,1021.06, ,FEET
